Diện tích,Lượt xem,Số tầng,Hướng,name,Mức giá,Địa chỉ,Số phòng
263m2,247,, Đông Bắc,SIÊU PHẨM 2 MẶT TIỀN CHO KHÁCH ĐẦU TƯ ĐƯỜNG NGUYỄN PHƯỚC LAN VÀ 29/3 - HÒA XUÂN - ĐÀ NẴNG.,33 tỷ," Nguyễn Phước Lan, Cẩm Lệ, Đà Nẵng",
100m2,368,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 32 - TÂY BẮC - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,231,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG - ĐÔNG BẮC - GẦN CÔNG VIÊN - HÒA XUÂN .,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,231,, Không xác định,"BÁN LÔ ĐẤT ĐƯỜNG 7M5 KHU ĐẢO 1, ĐẢO 2 - HÒA XUÂN",4.2 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,243,, Đông Bắc,BÁN 2 LÔ LIỀN KỀ ĐƯỜNG THANH LƯƠNG 12 - ĐÔNG BẮC - 200 M2 - HÒA XUÂN,7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,231,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 24 HÒA XUÂN MỞ RỘNG - HÒA XUÂN,3.67 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,235,, Bắc,BÁN LÔ ĐẤT ĐƯỜNG 7M5 NGUYỄN VĂN TẤN KHU NAM CẨM LỆ HÒA XUÂN,2.8 tỷ," Cẩm Lệ, Đà Nẵng",
101m2,474, 1, Đông Bắc,BÁN NHÀ 1 TẦNG KẸP VỆT CÂY XANH ĐƯỜNG DIỆP MINH CHÂU - HOÀ XUÂN - TP ĐÀ NẴNG,4.1 tỷ," diệp minh châu , Cẩm Lệ, Đà Nẵng", 3
130m2,205,, Đông Bắc,CHÍNH CHỦ BÁN ĐẤT ĐƯỜNG HOÀNG THẾ THIỆN ĐẢO 1 - HOÀ XUÂN - TP ĐÀ NẴNG,4.69 tỷ," Hoàng Thế Thiện, Cẩm Lệ, Đà Nẵng",
100m2,347, 3, Tây Nam,BÁN NHÀ 3 TẦNG MỚI 100% ĐƯỜNG DIỆP MINH CHÂU - HÒA XUÂN - ĐÀ NẴNG,5.4 tỷ," Hoàng Diệu, Cẩm Lệ, Đà Nẵng", 3
100m2,284,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG HỒ TRUNG LƯỢNG - 100M2 - ĐÔNG BẮC - ĐẢO 2 - HÒA XUÂN,4.2 tỷ," Cẩm Lệ, Đà Nẵng",
115m2,217,, Tây Bắc,BÁN ĐẤT ĐƯỜNG 7M5 CỒN DẦU 24 BLOCK B1.77 HƯỚNG TÂY BẮC HÒA XUÂN CẨM LỆ,3.7 tỷ," Cồn Dầu 24, Cẩm Lệ, Đà Nẵng",
100m2,235,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG 10M5 BÙI TRANG CHƯỚC - HÒA XUÂN - CẨM LỆ,1 trăm đồng," Phường Hòa Xuân Quận Cẩm Lệ Đà Nẵng, Cẩm Lệ, Đà Nẵng",
100m2,214,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN - ĐẢO 1 - HÒA XUÂN - SIÊU RẺ,5.25 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,230,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,176,, Tây Nam,BÁN SIÊU PHẨM ĐƯỜNG 7M5 CỒN DẦU 14 KHU NGUYỄN TRI PHƯƠNG HÒA XUÂN ĐÀ NẴNG,3.75 tỷ," Kiều Phụng, Cẩm Lệ, Đà Nẵng",
125m2,205,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - 125M2 - ĐÔNG BẮC - HÒA XUÂN .,5 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,206,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - 125M2 - ĐÔNG BẮC - HÒA XUÂN .,5 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,206,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - 125M2 - ĐÔNG BẮC - HÒA XUÂN .,5 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,206,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - 125M2 - ĐÔNG BẮC - HÒA XUÂN .,5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,191,, Đông Bắc,BÁN LÔ ĐẤT NGAY SÁT CÔNG VIÊN SIÊU ĐẸP ĐƯỜNG BÙI CÔNG TRỪNG,3.6 tỷ," Bùi Công Trừng, Cẩm Lệ, Đà Nẵng",
100m2,191,, Không xác định,BÁN LÔ ĐẤT KHU HÒA XUÂN MỞ RỘNG GẦN CẦU HÒA XUÂN - CẨM LỆ,3.7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,190,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ - GẦN CẦU HÒA XUÂN - CẨM LỆ,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
133m2,317,, Không xác định,BÁN LÔ ĐẤT 2MT TRƯỚC SAU NGUYỄN MẬU TÀI & HOÀNG THẾ THIỆN THUỘC ĐẢO 1 HÒA XUÂN,6 tỷ," Cẩm Lệ, Đà Nẵng",
90m2,236, 2, Bắc,"BÁN NHÀ 2 TẦNG MẶT TIỀN ĐƯỜNG LÊ VĂN LINH SONG SONG ĐƯỜNG THĂNG LONG VÀ GẦN KHU BIỆT THỰ ĐẢO NỔI, QUẬN CẨM LỆ, ĐÀ NẴNG.",4.3 tỷ," Lê Văn Linh, Cẩm Lệ, Đà Nẵng", 5
100m2,198,, Bắc,"BÁN LÔ ĐẤT ĐẸP NẰM TRÊN ĐƯỜNG CỒN DẦU 14, HÒA XUÂN, CẨM LỆ, ĐÀ NẴNG",Liên hệ," cồn dầu 14, Cẩm Lệ, Đà Nẵng",
140m2,230,, Đông Bắc,CHỦ CẦN BÁN LÔ ĐẤT 2 MẶT TIỀN ĐƯỜNG TRẦN VĂN TRÀ - HÒA XUÂN,6.6 tỷ," Trần Văn Trà, Cẩm Lệ, Đà Nẵng",
100m2,192,, Không xác định,BÁN ĐẤT ĐƯỜNG 7M5 THANH LƯƠNG 11 HƯỚNG ĐÔNG NAM HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,199,, Đông Bắc,BÁN LÔ ĐƯỜNG 7M5 VŨ XUÂN THIỀU KHU NGUYỄN TRI PHƯƠNG ĐÀ NẴNG,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,215,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG CỒN DẦU 14 - KHU HÒA XUÂN MỞ RỘNG SIÊU ĐẸP,3.75 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,218,, Đông Bắc,"BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN KHU ĐẢO 1, HÒA XUÂN, TP ĐÀ NẴNG",5.25 tỷ," Ngô Huy Diễn, Cẩm Lệ, Đà Nẵng",
100m2,200,, Tây Nam,"BÁN LÔ ĐẤT ĐẸP NẰM TRÊN ĐƯỜNG CỒN DẦU 14, HÒA XUÂN, CẨM LỆ, ĐÀ NẴNG.",3.75 tỷ," Cồn Dầu 14, Cẩm Lệ, Đà Nẵng",
200m2,210,, Không xác định,BÁN VÀI CẶP ĐẤT KHU ĐÔ THỊ SINH THÁI HÒA XUÂN - 200 M2 - HÒA XUÂN,7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,201,, Tây Bắc,CHÍNH CHỦ CẦN BÁN LÔ THANH LƯƠNG 32 KẸP CỐNG - GIÁ TỐT,3.65 tỷ," thanh lương 32, Cẩm Lệ, Đà Nẵng",
100m2,202,, Tây Bắc,CHÍNH CHỦ CẦN BÁN LÔ THANH LƯƠNG 32 KẸP CỐNG - GIÁ TỐT,3.65 tỷ," thanh lương 32, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
100m2,210,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ - TÂY NAM - 100 M2 - HÒA XUÂN,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,178, 3, Đông Bắc,CHÍNH CHỦ CẦN CHUYỂN NHƯỢNG CĂN NHÀ 3 TẦNG ĐƯỜNG TÔN THẤT DƯƠNG KỴ - VỊ TRÍ ĐẸP - GIÁ RẺ,5.2 tỷ," Tôn Thất Dương Kỵ, Cẩm Lệ, Đà Nẵng", 3
100m2,207,, Đông Bắc,CHÍNH CHỦ BÁN BÙI CÔNG TRỪNG - ĐÔNG BẮC - GIÁ TỐT,3.6 tỷ," BÙI CÔNG TRỪNG, Cẩm Lệ, Đà Nẵng",
100m2,201,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 11 - ĐÔNG NAM - 100 M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
118m2,360,, Không xác định,BÁN 2MT ĐƯỜNG BÙI THIỆN NGỘ VÀ ĐƯỜNG NGUYỄN THỊ SÁU - HÒA XUÂN .,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,226,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ - TÂY NAM - HÒA XUÂN - CẨM LỆ .,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
125m2,185,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG VŨ THÀNH NĂM - 125M2 - ĐÔNG BẮC - HÒA XUÂN .,5 tỷ," Cẩm Lệ, Đà Nẵng",
200m2,186,, Tây Bắc,CHÍNH CHỦ BÁN 2 LÔ LIỀN KỀ ĐƯỜNG TRUNG LƯƠNG 15 - HOÀ XUÂN - TP ĐÀ NẴNG,8.6 tỷ," Trung Lương 15, Cẩm Lệ, Đà Nẵng",
175m2,204,, Đông,CHÀO BÁN ĐẤT NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,14 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
100m2,278,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ BÙI TRANG CHƯỚC - SẠCH ĐẸP,4.75 tỷ," Bùi Trang Chước, Cẩm Lệ, Đà Nẵng",
100m2,302,, Tây Bắc,CHÍNH CHỦ CẦN BÁN LÔ THANH LƯƠNG 32 KẸP CỐNG - GIÁ TỐT,3.65 tỷ," thanh lương 32, Cẩm Lệ, Đà Nẵng",
Liên hệ,209,, Đông Nam,BÁN ĐẤT ĐƯỜNG 7M5 THANH LƯƠNG 11 HƯỚNG ĐÔNG NAM HÒA XUÂN,3.45 ngàn," Cẩm Lệ, Đà Nẵng",
100m2,174,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 5M5 HỒ TỴ KHU NAM CẨM LỆ HÒA XUÂN ĐÀ NẴNG,2.62 tỷ," Cẩm Lệ, Đà Nẵng",
140m2,231,, Đông Bắc,CHỦ CẦN BÁN LÔ ĐẤT 2 MẶT TIỀN ĐƯỜNG TRẦN VĂN TRÀ - HÒA XUÂN,6.6 tỷ," Trần Văn Trà, Cẩm Lệ, Đà Nẵng",
100m2,192,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG 10M5 LÊ QUẢNG CHÍ - ĐÔNG NAM - 100 M2,6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,193, 0, Đông Nam,BÁN NHÀ CẤP 4 GÁC LỬNG ĐƯỜNG HOÀNG MINH GIÁM - HÒA XUÂN,2.85 tỷ," Hoàng Minh Giám, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 1
100m2,204,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG HỒ TRUNG LƯỢNG - ĐẢO 2 - HÒA XUÂN LH NGAY 0934.810.516,4.2 tỷ," hồ trung lượng, Cẩm Lệ, Đà Nẵng",
100m2,220,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ ĐẤT ĐƯỜNG VŨ XUÂN THIỀU SIÊU ĐẸP GẦN ĐƯỜNG LÊ QUẢNG CHÍ,3.65 tỷ," Vũ Xuân Thiều, Cẩm Lệ, Đà Nẵng",
70m2,284, 2, Nam,BÁN NHÀ 2 TẦNG KIỆT Ô TÔ 5M ĐƯỜNG HOÀNG DIỆU - HẢI CHÂU - TP ĐÀ NẴNG,5.6 tỷ," Hoàng Diệu, Bình Hiên, Hải Châu, Đà Nẵng", 3
90m2,290,, Đông,BÁN LÔ ĐẤT ĐƯỜNG 5M5 LÊ ĐỈNH SONG SONG ĐƯỜNG TRẦN NAM TRUNG HÒA XUÂN,2.5 tỷ," Lê Đỉnh, Cẩm Lệ, Đà Nẵng",
100m2,214,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN - ĐẢO 1 - 100 M2 - HÒA XUÂN,5.25 tỷ," Cẩm Lệ, Đà Nẵng",
70.8m2,269, 2, Nam,BÁN NHÀ 2 TẦNG KIỆT Ô TÔ 5M HOÀNG DIỆU - HẢI CHÂU - ĐÀ NẴNG.,5.6 tỷ," Hoàng Diệu , Cẩm Lệ, Đà Nẵng", 6
100m2,236,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ - TÂY NAM - 100 M2 - CHÍNH CHỦ,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,348, 3, Tây Nam,BÁN NHÀ 3 TẦNG MỚI 100% ĐƯỜNG DIỆP MINH CHÂU - HÒA XUÂN - ĐÀ NẴNG,5.4 tỷ," Hoàng Diệu, Cẩm Lệ, Đà Nẵng", 3
100m2,348, 3, Tây Nam,BÁN NHÀ 3 TẦNG MỚI 100% ĐƯỜNG DIỆP MINH CHÂU - HÒA XUÂN - ĐÀ NẴNG,5.4 tỷ," Hoàng Diệu, Cẩm Lệ, Đà Nẵng", 3
117.5m2,334, 3, Không xác định,BÁN NHÀ 3 TẦNG ĐƯỜNG ĐỐNG CÔNG TƯỜNG - HOÀ XUÂN - TP ĐÀ NẴNG,Liên hệ," Đống Công Tường, Cẩm Lệ, Đà Nẵng", 4
100m2,208,, Đông Bắc,CẦN BÁN LÔ ĐẤT ĐẢO 1 GẦN CẦU HÒA XUÂN ĐƯỜNG NGÔ HUY DIỄN - ĐÔNG BẮC,5.25 tỷ," Cẩm Lệ, Đà Nẵng",
"118,5m2",197,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ VÀ ĐƯỜNG NGUYỄN THỊ SÁU - HÒA XUÂN,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
"118,5m2",208,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ VÀ ĐƯỜNG NGUYỄN THỊ SÁU - HÒA XUÂN,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
105m2,188,, Không xác định,CẦN BÁN LÔ ĐẤT ĐƯỜNG 7M5 KHU NAM HÒA XUÂN - HÒA QUÝ - ĐỒNG NÒ,3.2 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,187,, Đông Bắc,BÁN ĐẤT ĐƯỜNG 7M5 HUỲNH NGỌC ĐỦ CẨM LỆ HÒA XUÂN ĐÀ NẴNG,3.5 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,179,, Đông Bắc,BÁN LÔ ĐƯỜNG 7M5 VŨ XUÂN THIỀU KHU NGUYỄN TRI PHƯƠNG ĐÀ NẴNG,3.65 tỷ," Cẩm Lệ, Đà Nẵng",
132.5m2,186,, Đông Bắc,BÁN ĐẤT 2 MT TRƯỚC SAU ĐƯỜNG NGUYỄN MẬU TÀI VÀ HOÀNG THẾ THIỆN - ĐẢO 1 - HOÀ XUÂN - TP ĐÀ NẴNG,6 tỷ," Nguyễn Mậu Tài, Cẩm Lệ, Đà Nẵng",
100m2,290,, Tây Nam,CHÍNH CHỦ GỬI BÁN LÔ NGUYỄN SẮC KIM - GIÁ TỐT,3.19 tỷ," NGUYỄN SẮC KIM, Cẩm Lệ, Đà Nẵng",
132.5m2,190,, Đông Bắc,BÁN ĐẤT 2 MT TRƯỚC SAU ĐƯỜNG NGUYỄN MẬU TÀI VÀ HOÀNG THẾ THIỆN - ĐẢO 1 - HOÀ XUÂN - TP ĐÀ NẴNG,6 tỷ," Nguyễn Mậu Tài, Cẩm Lệ, Đà Nẵng",
100m2,197,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG 7M5 DIỆP MINH CHÂU KHU NGUYỄN TRI PHƯƠNG HÒA XUÂN,3.3 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,322,, Không xác định,BÁN NHÀ BIỆT THỰ HÒA QUÝ - NGŨ HÀNH SƠN - TP ĐÀ NẴNG,9.5 tỷ," Hoà Quý , Ngũ Hành Sơn, Đà Nẵng",
Liên hệ,322,, Không xác định,BÁN NHÀ BIỆT THỰ HÒA QUÝ - NGŨ HÀNH SƠN - TP ĐÀ NẴNG,9.5 tỷ," Hoà Quý , Ngũ Hành Sơn, Đà Nẵng",
100m2,219,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG HÀ BỒNG ( B1.48 LÔ 19 ) HÒA XUÂN - CẨM LỆ,3.39 tỷ," hà bồng, Cẩm Lệ, Đà Nẵng",
100m2,210,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG 7M5 NGUYỄN MẪU TÀI - ĐÔNG BẮC - 100 M2.,4.5 tỷ," Cẩm Lệ, Đà Nẵng",
120m2,199,, Tây Nam,CHÍNH CHỦ CÂN BÁN LÔ TRẦN VIỆN - SẠCH ĐẸP - GIÁ TỐT,3.29 tỷ," TRẦN VIỆN, Cẩm Lệ, Đà Nẵng",
125m2,339, 3, Tây Nam,CHÍNH CHỦ GỬI BÁN CĂN NHÀ 3 TẦNG ĐƯỜNG NGUYỄN HỮU THỌ FULL CỬA GỖ SIÊU ĐẸP - GIÁ TỐT THỊ TRƯỜNG.,16.5 tỷ," Nguyễn Hữu Thọ, Cẩm Lệ, Đà Nẵng", 8
93.3m2,192, 3, Tây Nam,CẦN BÁN NHÀ 3 TẦNG ĐƯỜNG VÕ AN NINH - HÒA XUÂN,6.5 tỷ," Võ An Ninh, Cẩm Lệ, Đà Nẵng", 5
55m2,278, 2, Không xác định,BÁN NHÀ 2 TẦNG KIỆT 408 HOÀNG DIỆU ( FULL NỘI THẤT XÁCH VA LY VÀO Ở ) THÔNG RA KIỆT LÊ ĐÌNH LÝ,2.72 tỷ," Hoàng Diệu, Hải Châu, Đà Nẵng", 5
150m2,332,, Nam,BÁN ĐẤT ĐƯỜNG XÔ VIẾT NGHỆ TĨNH - ĐÀ NẴNG,15 tỷ," Xô Viết Nghệ Tĩnh, Cẩm Lệ, Đà Nẵng",
200m2,256,, Không xác định,BÁN 2 LÔ LIỀN KỀ - 200 M2 - KHU NAM HÒA XUÂN - CẨM LỆ - ĐÀ NẴNG,7 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,334,, Tây Nam,"BÁN LÔ ĐẤT ĐƯỜNG 7M5 NGUYỄN SẮC KIM HÒA XUÂN, CẨM LỆ, ĐÀ NẴNG",3.2 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,363,, Đông Bắc,CHÍNH CHỦ GỬI BÁN LÔ BÙI CÔNG TRỪNG - GIÁ TỐT,3.6 tỷ," BÙI CÔNG TRỪNG, Cẩm Lệ, Đà Nẵng",
100m2,227,, Tây Nam,BÁN LÔ ĐẤT ĐƯỜNG BÙI THIỆN NGỘ - TÂY NAM - HÒA XUÂN - CẨM LỆ .,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
90m2,176,, Nam,CHÍNH CHỦ CẦN BÁN LÔ CỔ MÂN LAN 2 - GIÁ TỐT,Liên hệ," CỔ MÂN LAN 2, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
200m2,152,, Đông Bắc,BÁN LÔ ĐẤT ĐƯỜNG LÊ SỸ - 200 M2 - 10M5 - HÒA XUÂN - CẨM LỆ,10.5 tỷ," Cẩm Lệ, Đà Nẵng",
119m2,170,, Tây,BÁN LÔ ĐẤT ĐƯỜNG HUỲNH XUÂN NHỊ KHU NAM CẨM LỆ HÒA XUÂN ĐÀ NẴNG,2.97 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,182,, Không xác định,BÁN LÔ ĐẤT ĐƯỜNG QUÁCH THỊ TRANG - TÂY NAM - 100M2 - HÒA XUÂN,3.45 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,186,, Bắc,"CẦN BÁN LÔ ĐẤT SẠCH ĐẸP ĐƯỜNG NGUYỄN VĂN TẤN, HÒA XUÂN, TP ĐÀ NẴNG",2.9 tỷ," Nguyễn Văn Tấn, Cẩm Lệ, Đà Nẵng",
100m2,169,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 18 - TÂY BẮC - HÒA XUÂN - CẨM LỆ,3.4 tỷ," Cẩm Lệ, Đà Nẵng",
107m2,170,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG 10M5 THÔNG KHU NAM HÒA XUÂN - CẨM LỆ,4.3 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,236,, Bắc,BÁN LÔ ĐẤT ĐƯỜNG 7M5 NGUYỄN VĂN TẤN KHU NAM CẨM LỆ HÒA XUÂN,2.8 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,180,, Không xác định,BÁN BIỆT THỰ ĐƯỜNG NGUYỄN VĂN THÔNG - 300 M2 - HÒA XUÂN - CẨM LỆ,12 tỷ," Cẩm Lệ, Đà Nẵng",
300m2,168,, Không xác định,BÁN BIỆT THỰ ĐƯỜNG NGUYỄN VĂN THÔNG - 300 M2 - HÒA XUÂN - CẨM LỆ,12 tỷ," Cẩm Lệ, Đà Nẵng",
157m2,157,, Không xác định,BÁN 2 MT ĐƯỜNG TRUNG LƯƠNG 6 VÀ ĐƯỜNG HOÀNG THỊ ÁI - HÒA XUÂN,4.8 tỷ," Cẩm Lệ, Đà Nẵng",
80m2,167, 2, Đông,BÁN NHÀ ĐƯỜNG CẨM NAM 4 THIẾT KẾ HIỆN ĐẠI MỚI XÂY 2021,3.9 tỷ," cẩm nam 4, Cẩm Lệ, Đà Nẵng", 2
80m2,235, 2, Đông,BÁN NHÀ ĐƯỜNG CẨM NAM 4 THIẾT KẾ HIỆN ĐẠI MỚI XÂY 2021,3.9 tỷ," cẩm nam 4, Hoà Xuân , Cẩm Lệ, Đà Nẵng", 2
100m2,179, 3, Đông Bắc,CHÍNH CHỦ CẦN CHUYỂN NHƯỢNG CĂN NHÀ 3 TẦNG ĐƯỜNG TÔN THẤT DƯƠNG KỴ - VỊ TRÍ ĐẸP - GIÁ RẺ,5.2 tỷ," Tôn Thất Dương Kỵ, Cẩm Lệ, Đà Nẵng", 3
200m2,167,, Không xác định,BÁN 2 LÔ LIỀN KỀ ĐƯỜNG MAI CHÍ THỌ - HÒA XUÂN - CẨM LỆ,10.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,225,, Đông Nam,BÁN LÔ ĐẤT ĐƯỜNG 7M5 HÀ BỒNG KHU ĐÔ THỊ SINH THÁI HÒA XUÂN ĐÀ NẴNG,3.39 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,321,, Đông Bắc,"BÁN LÔ ĐẤT ĐƯỜNG NGÔ HUY DIỄN KHU ĐẢO 1, HÒA XUÂN, TP ĐÀ NẴNG",5.25 tỷ," Ngô Huy Diễn, Cẩm Lệ, Đà Nẵng",
120m2,231,, Tây Bắc,CHÍNH CHỦ CÂN BÁN LÔ TRẦN VIỆN - SẠCH ĐẸP - GIÁ TỐT,3.29 tỷ," TRẦN VIỆN, Cẩm Lệ, Đà Nẵng",
100m2,152,, Không xác định,CHÍNH CHỦ CẦN BÁN LÔ THANH LƯƠNG 32 SẠCH ĐẸP - GIÁ TỐT,3.45 tỷ," thanh lương 32, Cẩm Lệ, Đà Nẵng",
100m2,175, 3, Không xác định,"BÁN NHÀ MẶT TIỀN ĐƯỜNG ĐIỆN BIÊN PHỦ, ĐÀ NẴNG.",18.5 tỷ," Điện Biên Phủ, Cẩm Lệ, Đà Nẵng", 8
100m2,371,, Đông Nam,CHÍNH CHỦ CẦN BÁN LÔ HÀ BỒNG - ĐÔNG NAM - GIÁ TỐT,3.39 tỷ," Hà Bồng, Cẩm Lệ, Đà Nẵng",
125m2,269, 3, Tây,CHÀO BÁN NHÀ NGUYỄN HỮU THỌ - VỊ TRÍ KINH DOANH HÀNG ĐẦU,16.5 tỷ," NGUYỄN HỮU THỌ, Cẩm Lệ, Đà Nẵng", 4
118m2,451,, Không xác định,BÁN GÓC 2MT ĐƯỜNG BÙI THIỆN NGỘ VÀ ĐƯỜNG NGUYỄN THỊ SÁU - HÒA XÂUN,4.6 tỷ," Cẩm Lệ, Đà Nẵng",
Liên hệ,216,, Đông,"BÁN CĂN NHÀ 2 TẦNG SIÊU ĐẸP KHU NAM CẨM LỆ, HÒA XUÂN, TP ĐÀ NẴNG",Liên hệ," Hoà Xuân , Cẩm Lệ, Đà Nẵng",
120m2,200,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG 7M5 TRẦN VIỆN GẦN SÂN VẬN ĐỘNG HÒA XUÂN HƯỚNG TÂY BẮC,32.9 triệu," Cẩm Lệ, Đà Nẵng",
"117,5m2",173,, Tây Nam,"BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 27- 117,5 M2 - HÒA XUÂN MỞ RỘNG .",3.7 tỷ," Cẩm Lệ, Đà Nẵng",
140m2,231,, Đông Bắc,CHỦ CẦN BÁN LÔ ĐẤT 2 MẶT TIỀN ĐƯỜNG TRẦN VĂN TRÀ - HÒA XUÂN,6.6 tỷ," Trần Văn Trà, Cẩm Lệ, Đà Nẵng",
200m2,173,, Tây Bắc,BÁN LÔ ĐẤT ĐƯỜNG THANH LƯƠNG 19 - ĐỐI DIỆN CÔNG VIÊN - HÒA XUÂN,7.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,206,, Đông,BÁN NHANH LÔ ĐẤT ĐƯỜNG BÙI CÔNG TRỪNG SÁT ĐƯỜNG 10M LÊ QUẢNG CHÍ HÒA XUÂN,3.6 tỷ," Cẩm Lệ, Đà Nẵng",
100m2,474, 3, Tây Nam,BÁN NHÀ 3 TẦNG MỚI 100% ĐƯỜNG DIỆP MINH CHÂU - HÒA XUÂN - ĐÀ NẴNG,5.4 tỷ," Diệp Minh Châu, Cẩm Lệ, Đà Nẵng", 7
