name,Số phòng ngủ,Pháp lý,Hướng ban công,Hướng nhà,Address,Nội thất,Mặt tiền,Diện tích,Đường vào,Số toilet,Mức giá,Số tầng
"Cần bán nhanh căn 3PN, chung cư cao cấp Sơn Trà Ocean giá 3 tỷ 550, tầng cao view biển, cực thoáng",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0950622558594,108.248023986816&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,96.3 m²,,2 phòng,3.55 tỷ,
"Hiyori Garden Tower - Căn hộ 2PN, tầng cao, nội thất - sổ hồng, giá chỉ 3.8 tỷ",2 phòng,Sổ đỏ/ Sổ hồng,Bắc,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0619106292725,108.237907409668&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Nội thất đầy đủ.,,61 m²,,2 phòng,3.8 tỷ,
"Tôi chính chủ muốn bán biệt thự Furama Villas, diện tích 320m2, giá chỉ 25 tỷ",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.039451599121094,108.24980926513672&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,320 m²,,,25 tỷ,
"Đất Thanh Khê, đường Nguyễn Phước Nguyên. Giá 35 - 36 triệu /m2",,Sổ đỏ/ Sổ hồng,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0544714,108.1834194&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5.2 m,120 m²,7.5 m,,4.5 tỷ,
"Hãy sở hữu ngay căn hộ tại The Ori Garden chỉ với 3,8 tr/tháng, ngân hàng hỗ trợ 80%",2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.09237289428711,108.1265869140625&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,59 m²,,2 phòng,16 triệu/m²,
"Chủ có việc nên cần bán gấp nhà 1 lầu đường Ngô Văn Sở đang cho thuê giá 20tr/1tháng, ngang 5m",4 phòng,Sổ đỏ/ Sổ hồng,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0683004,108.1493452&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,117.5 m²,,4 phòng,9.1 tỷ,3 tầng
Đất khu An Thượng giá dưới 3 tỷ,,Đã có sổ.,,Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0476897,108.2466488&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,54 m²,6 m,,2.99 tỷ,
Tổng hợp các nền đất có giá tốt nhất FPT Đà Nẵng,,Đã có sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=15.9769315719604,108.262977600098&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,180 m²,7.5 m,,Thỏa thuận,
4700 m2 đất trồng cây sổ đỏ chiều ngang 50m dài 80m vị trí đẹp tại Hoà Ninh,,Sổ đỏ/ Sổ hồng,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0431152,108.0712054&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,50 m,4700 m²,5 m,,3.5 tỷ,
Nhà riêng chính chủ cần bán - nhà 2 tầng kiệt Hà Huy Tập - diện tích sử dụng 70m2,2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0601138,108.1881975&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,40 m²,,2 phòng,2.35 tỷ,2 tầng
Cần bán gấp căn góc chung cư Vicoland 65m2 đường Vân Đồn,2 phòng,Sổ đỏ/ Sổ hồng,Bắc,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0939027,108.2388487&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,65 m²,,1 phòng,1.25 tỷ,
"Bán biệt thự 193.7m2, 2MT 4 tầng view sân bay trung tâm thành phố Đà Nẵng siêu hiếm",3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.060105262733,108.203849029602&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,24 m,193.7 m²,7.5 m,4 phòng,27 tỷ,4 tầng
Bán biệt thự 200m2 2MT 3 tầng khu Nam Việt Á sầm uất với dòng tiền kinh doanh 140 tr/tháng,5 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0299034118652,108.240165710449&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,10 m,200 m²,7.5 m,5 phòng,17 tỷ,3 tầng
Bán lô đất 2 mặt tiền đường Xô Viết Nghệ Tĩnh - Nguyễn Phong Sắc 473m2 đang có dòng tiền kinh doanh,,Sổ đỏ/ Sổ hồng.,,,"https://www.google.com/maps/embed/v1/place?q=16.0320518,108.2161198&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,45 m,473 m²,10.5 m,,68 tỷ,
"Chính chủ cần bán lô đất đường 15m Hồng Phước vị trí đẹp, p. Hòa Khánh Bắc, Liên Chiểu 0905 838 ***",,,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=22.6385549,105.4185227&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,86.9 m²,,,Thỏa thuận,
"Chính chủ cần bán đất địa chỉ 117/2 Tôn Đản, phường Hòa An, Cẩm Lệ, Đà Nẵng",,Sổ đỏ chính chủ,,,"https://www.google.com/maps/embed/v1/place?q=16.0483097,108.1813566&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,,,2.5 tỷ,
Toà căn hộ giá tốt biển Mỹ Khê,7 phòng,Đã có sổ đỏ đầy đủ gpxd và pccc,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0427359,108.2428286&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Full,4 m,70 m²,5.5 m,7 phòng,7.35 tỷ,4 tầng
Tôi chính chủ cần bán lô đất 2.700m2 với vị trí đắc địa 3 mặt tiền biển đường 45m Nguyễn An Ninh,,ĐÃ CÓ SỔ ĐỎ VÀ SỔ ĐỎ ĐỂ TẠI NHÀ,,,"https://www.google.com/maps/embed/v1/place?q=16.0889597,108.1502077&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,45 m,2700 m²,60 m,,85 triệu/m²,
Bán đất Hoà Liên giá rẻ chỉ 1 tỷ 300 triệu cho 150m2 đường 5m5,,,,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0963618,108.095683&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,150 m²,,,1.3 tỷ,
Bán lô đất ô góc hoa hậu xây dựng trên 19 tầng + 2 hầm mặt đường Đỗ Bá Trần Bạch Đằng siêu siêu đẹp,,Sổ đỏ/ Sổ hồng.,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0521528534554,108.247118669589&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,25.5 m,535 m²,,,Thỏa thuận,
Đất mặt tiền Trần Hưng Đạo trực diện tòa nhà Monarchy - 200m2 - 40 tỷ - đang thuê 230tr/tháng,,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.055875778198242,108.23052215576172&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,200 m²,32 m,,40 tỷ,
"Chính chủ bán nhà mặt tiền Lê Duẩn và nhà 2 mặt tiền, lô đôi Hàm Nghi, gần ngã tư Nguyễn Văn Linh",,,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0629171,108.2107339&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,4.5 m,85.5 m²,,,Thỏa thuận,4 tầng
"Chính chủ bán nhà Thủ Khoa Huân, phường An Hải Đông, Sơn Trà, Tp Đà Nẵng, giá tốt. LH: 0905 887 ***",,Sổ hồng nhà,,,"https://www.google.com/maps/embed/v1/place?q=16.0563678,108.2414295&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,170 m²,6 m,,57 triệu/m²,
"Sụp hầm căn hộ 2PN - FPT Plaza Đà Nẵng, view Biển hiếm có, giá chỉ 1.6 tỷ! Gọi ngay: 0768 470 ***",2 phòng,,Đông - Nam,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=15.97693157196045,108.26297760009766&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,70.25 m²,,2 phòng,1.6 tỷ,
"75m2 - ngang 6m - 2 tầng - kiệt 5m đổ nhựa Hà Huy Tập - chỉ 3,5 tỷ",3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0601138,108.1881975&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,6 m,75 m²,5 m,2 phòng,3.5 tỷ,2 tầng
"Lỗ 300tr! Tôi cần bán gấp căn hộ HAGL đang ở để về Bắc, nhà đẹp sạch sẽ, view bờ hồ xách đồ ở ngay",3 phòng,Sổ đỏ/ Sổ hồng,Bắc,Nam,"https://www.google.com/maps/embed/v1/place?q=16.062366485595703,108.21044158935547&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,110 m²,,2 phòng,2.25 tỷ,
"Bán đất khu điện âm Nam Hoà Xuân, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.000446319580078,108.23336029052734&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,Thỏa thuận,
"Chính chủ cần bán nhà 3 tầng 2 mặt kiệt và đất liền kề địa chỉ 436/16, 436/18 Trần Cao Vân, Đà Nẵng",3 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.0711811,108.1955668&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,107.3 m²,6 m,3 phòng,8 tỷ,
"Chính chủ bán đất đường Thanh Lương 19, đối diện công viên, vị trí đẹp - không cống trụ",,,,,"https://www.google.com/maps/embed/v1/place?q=15.9834253,108.211368&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,100 m²,7.5 m,,4.09 tỷ,
The Ori Garden - Bộ ba căn hộ của những ước mơ,2 phòng,Sổ đỏ/ Sổ hồng.,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.09237289428711,108.1265869140625&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,60 m²,,1 phòng,16 triệu/m²,
"Chủ cần tiền bán nhanh lô đất đường Sơn Thuỷ 2, gần bãi tắm Sơn Thuỷ, Đà Nẵng, 115m2, giá 4.15 tỷ",,Sổ đỏ/ Sổ hồng.,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0155427,108.261175&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,115 m²,5.5 m,,4.15 tỷ,
Gia đình cần bán cặp đất đường Chương Dương view sông Hàn giá rẻ xây cao tầng vị trí đắc địa,,Sổ đỏ/ Sổ hồng,,Tây,"https://www.google.com/maps/embed/v1/place?q=16.0768775,108.2288615&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,200 m²,15 m,,Thỏa thuận,
"Bán nhà riêng mặt phố 03 tầng đường Nguyễn Lộ Trạch, mặt tiền 6m hướng Nam đầy đủ nội thất cao cấp",3 phòng,Sổ hồng đầy đủ.,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0326999,108.2291802&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Cao cấp, đầy đủ công năng sử dụng.",6 m,83.4 m²,10.5 m,5 phòng,10 tỷ,3 tầng
"Bán nhà mặt tiền Điện Biên Phủ, Đà Nẵng, chính chủ đi Mỹ bán rẻ như cho",4 phòng,Đã có sổ hồng,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0657285,108.1991939&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,4.5 m,67 m²,60 m,3 phòng,12.4 tỷ,3 tầng
Cần bán gấp biệt thự Sông Đinh Gia Trinh Hòa Xuân 304 m2 giá tốt,3 phòng,Sổ đỏ/ Sổ hồng,Tây - Nam,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0078623,108.2126986&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,12 m,308.4 m²,10.5 m,4 phòng,18 tỷ,3 tầng
Bán gấp khách sạn 3 sao diện tích đất 300m2 lâu dài cách biển chỉ 200m giá sốc 52 tỷ,47 phòng,Sổ đỏ/ Sổ hồng,,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0512061,108.2462336&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,15 m,300 m²,5.5 m,50 phòng,52 tỷ,8 tầng
Bán gấp tòa căn hộ đối diện siêu thị Hàn Quốc cách biển Mỹ Khê 450m đường 15m giá 13.6 tỷ,12 phòng,Sổ hồng.,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0699536957891,108.243287978141&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,5.1 m,75.5 m²,10.5 m,13 phòng,13.6 tỷ,7 tầng
"Cần bán tòa căn hộ khu Nam Việt Á diện tích 10x18,5m xây 4 tầng có 13 căn hộ lớn, giá 14,5 tỷ",13 phòng,Sổ đỏ/ Sổ hồng,Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.0299034118652,108.240165710449&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,10 m,185 m²,7.5 m,13 phòng,14.5 tỷ,4 tầng
Bán gấp khách sạn phố đi bộ Vip An Thượng 1 khu phố Tây biển Mỹ Khê,18 phòng,Sổ đỏ/ Sổ hồng,Đông,Đông,"https://www.google.com/maps/embed/v1/place?q=16.049333,108.2483028&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,80 m²,11.5 m,18 phòng,23 tỷ,8 tầng
"Nhà rất đẹp 3 tầng đường Đoàn Nhữ Hài, sát trường c1,2 Huỳnh Thúc Kháng",4 phòng,Sổ hồng trao tay.,Đông - Bắc,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0632933,108.1905959&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đẹp đầy đủ.,4 m,80 m²,5.5 m,3 phòng,5.9 tỷ,3 tầng
"Cần bán nhiều căn hộ Monarchy giá chỉ từ 2 tỷ, hỗ trợ vay ngân hàng 70%",2 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0561447143555,108.233322143555&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ.,,75 m²,,,2.5 tỷ,
"Bán đất mặt tiền Bùi Tá Hán, Quận Ngũ Hành Sơn, TP Đà Nẵng",,Sổ đỏ/ Sổ hồng.,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0299034118652,108.240165710449&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,250 m²,20 m,,70 triệu/m²,
Bán đất Hòa Hải - Ngũ Hành Sơn giá sụp hầm. LH chính chủ 0917 87 657 Mr Vũ,,,,,"https://www.google.com/maps/embed/v1/place?q=15.9899633,108.2608904&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,106.3 m²,7.5 m,,Thỏa thuận,
"Chính chủ cần bán gấp đất 235m2 tặng nhà cấp 4 tại Hòa Vang, Đà Nẵng. Liên hệ 0788 609 ***",,Sổ hồng / sổ đỏ.,,Tây,"https://www.google.com/maps/embed/v1/place?q=15.9848294073567,108.195789337399&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,235 m²,,,2.1 tỷ,
Bán căn hộ cao cấp 2PN - The Ori Garden Bàu Tràm Lakeside - Liên Chiểu - Đà Nẵng,2 phòng,,,,"https://www.google.com/maps/embed/v1/place?q=16.09237289428711,108.1265869140625&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản.,,59 m²,,2 phòng,16 triệu/m²,
"Chính chủ cần bán đất đường Hoàng Đạo Thúy, giá 3 tỷ 6. LH: 0986 289 ***",,Sổ đỏ/ Sổ hồng.,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0208009,108.1990181&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,120 m²,7.5 m,,3.6 tỷ,
The 6Nature Đà Nẵng cập nhật căn hộ bàn giao 9/2023 - Ra mắt quỹ căn cuối cùng view trực diện biển,2 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0699615478516,108.245346069336&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,,60 m²,,2 phòng,4.68 tỷ,
"Bán đất tái định cư Hoà Liên đường 5,5m lề 3m",,,,,"https://www.google.com/maps/embed/v1/place?q= 16.0913681887697210,108.0767375188030000&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,100 m²,7.5 m,,1.36 tỷ,
"Bán nhà 3 tầng 4Pb mặt tiền Đoàn Khuê, giá cực tốt",3 phòng,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.029903411865234,108.24016571044922&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,95 m²,11.5 m,4 phòng,6.1 tỷ,4 tầng
"Đáo hạn ngân hàng, cần sang nhượng lại biệt thự biển The Ocean Villas Đà Nẵng, sổ hồng trao tay",3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.017023,108.26025&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,616.3 m²,,2 phòng,30 tỷ,2 tầng
Bán 300m đất MT đường Trần Hưng Đạo gần ngay Cầu Rồng (15 x 20 ) lề 12m giá rẻ,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0597982,108.2304737&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,3000 m²,15 m,,45 tỷ,
"Nhà phố hạng sang view sông hàn, ngay trung tâm Đà Nẵng, đối diện đài bắn pháo hoa, sổ sẵn, giá tốt",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.02955436706543,108.24293518066406&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,7.5 m,120 m²,17 m,,Thỏa thuận,
Nhà phố lý tưởng để kinh doanh - ngay lõi thành phố - kề khu dân cư đông đúc - đã có sổ - giá cả ok,,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.07356071472168,108.1607437133789&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,,120 m²,,,Thỏa thuận,
Bán nhà lô góc 2 mặt tiền ngay khu phố đêm Đà Nẵng - đã hoàn thiện và có sẵn sổ - giá cả hợp lý,,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.042387008666992,108.22222900390625&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,6 m,120 m²,17 m,,Thỏa thuận,
"Tôi bán nhà 2 ""xong"": Xong nhà, xong sổ đỏ. Vị trí cạnh trung tâm Đà Nẵng view sông Hàn giá tốt lắm",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0198098,108.2287151&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,7.5 m,120 m²,17 m,,Thỏa thuận,
"Tôi bán nhà 2 ""xong"": Xong nhà, xong sổ đỏ. Vị trí cạnh trung tâm Đà Nẵng view sông Hàn giá tốt lắm",,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.042387008666992,108.22222900390625&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Cơ bản,7.5 m,120 m²,17 m,,Thỏa thuận,
Bán đất đường Trần Hưng Đạo 15x20m ngay cầu Rồng 45 tỷ,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0597982,108.2304737&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,300 m²,15 m,,45 tỷ,
"Bán nhà C4 mặt tiền Lý Nhân Tông, giá cần bán gấp",,,,,"https://www.google.com/maps/embed/v1/place?q=16.0356445,108.21037&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,15 m,280 m²,,,18 tỷ,
"Bán nhà 3 tầng mới, rất đẹp hiện đại full nội thất đường Đống Công Tường - Hòa Xuân",2 phòng,Sổ đỏ/ Sổ hồng.,,Tây,"https://www.google.com/maps/embed/v1/place?q=15.988954,108.2083107&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,117.5 m²,5.5 m,3 phòng,3.8 tỷ,3 tầng
BÁN BIỆT THỰ VEN BIỂN MỸ KHÊ ĐÀ NẴNG - DT 400M2 - GIÁ CHỈ 30TR/M2 - TẶNG KÈM HỒ BƠI - SÂN VƯỜN,4 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=15.992631912231445,108.26937103271484&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,20.5 m,440 m²,36 m,4 phòng,28.8 triệu/m²,3 tầng
"Bán đất MT đường Phú Xuân 2, DT 112.5m2, 3.3 tỷ TL",,Sổ đỏ/ Sổ hồng.,,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0721812,108.1649599&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,112.5 m²,6 m,,3.3 tỷ,
BÁN BIỆT THỰ VEN SÔNG ĐÀ NẴNG - ĐỐI DIỆN SÂN GOLF VÀ KHU ĐÔ THỊ FPT - CHỈ VỚI 34TR/m2 - SỎ ĐỎ,4 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.01702308654785,108.26024627685547&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,20.5 m,440 m²,36 m,4 phòng,28.8 triệu/m²,3 tầng
BÁN BIỆT THƯ BIỂN MỸ KHÊ ĐÀ NẴNG - ĐỐI DIỆN BIỆT THỰ OCEAN NHƯNG GIÁ CHỈ BẰNG 1/2 - SỔ ĐỎ LÂU DÀI,4 phòng,Sổ đỏ/ Sổ hồng,Đông - Nam,Nam,"https://www.google.com/maps/embed/v1/place?q=16.01702308654785,108.26024627685547&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,20.5 m,440 m²,36 m,5 phòng,28.8 triệu/m²,3 tầng
Bán cặp đất vip 208m2 MT Trần Hưng Đạo gần toà căn MonarChy gần Cầu Rồng,,Sổ đỏ/ Sổ hồng,,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0597982,108.2304737&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,9 m,208 m²,15 m,,31 tỷ,
Giảm 7 tỷ cần bán nhà 2 tầng MT đường Núi Thành ngang hơn 7m gần ngay Phan Thành Tài,,Sổ đỏ/ Sổ hồng,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0493985,108.2208107&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,7 m,123 m²,10 m,,24 tỷ,
BIỆT THỰ SIÊU PHẨM VEN BIỂN CHI 1 CĂN DUY NHẤT,3 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=15.9926316,108.269373&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,,440 m²,,3 phòng,12.3 tỷ,3 tầng
Căn góc 171m2 sau bến xe Đà Nẵng ngang 6m nở hậu,3 phòng,Sổ đỏ/ Sổ hồng,Tây - Nam,Tây - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0458416,108.1743076&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,6 m,171 m²,5.5 m,2 phòng,6.8 tỷ,2 tầng
Lô 3 mặt tiền KĐT Phước Lý ngang 6m5,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,,,6.5 m,128.8 m²,8 m,,3.3 tỷ,
"Bán tòa văn phòng mặt phố 2-9, quận Hải Châu - Đà Nẵng, 8 tầng, diện tích 500m2",8 phòng,Sổ đỏ/ Sổ hồng,,,"https://www.google.com/maps/embed/v1/place?q=16.0792406,108.2149453&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,12.5 m,500 m²,21 m,8 phòng,75 tỷ,8 tầng
Nhà MT Trần Can khu Phần Lăng Thanh Khê Đà Nẵng,4 phòng,Sổ đỏ/ Sổ hồng,Tây,Tây,"https://www.google.com/maps/embed/v1/place?q=16.055268,108.1896383&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,85 m²,8 m,3 phòng,5.6 tỷ,3 tầng
Nhà kiệt 5m Điện Biên Phủ 3 mê nội thất VIP gần Coopmart,3 phòng,Sổ đỏ/ Sổ hồng,Đông - Bắc,Đông - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0657285,108.1991939&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",Đầy đủ,5 m,50 m²,5 m,3 phòng,3.85 tỷ,3 tầng
"Bán nhà 2 tầng mới đối diện công viên đường Đa Mặn 3, ngay sát bệnh viện 600 giường, Đà Nẵng",2 phòng,,Tây - Bắc,Tây - Bắc,"https://www.google.com/maps/embed/v1/place?q=16.0207636,108.2506394&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,94 m²,5.5 m,2 phòng,4.25 tỷ,2 tầng
"Lô 121m2 đường Ngô Thế Lân, Đà Nẵng",,Sổ đỏ/ Sổ hồng,,Đông - Nam,"https://www.google.com/maps/embed/v1/place?q=16.0502894,108.1750178&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,5 m,121 m²,7.5 m,,3.5 tỷ,
Lô Bắc Sơn 200m2 gần góc đối diện trường và chợ,,Sổ đỏ/ Sổ hồng.,,Đông,"https://www.google.com/maps/embed/v1/place?q=16.0527463,108.1774923&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40",,10 m,200 m²,15 m,,12.8 tỷ,
